month,ticker,analysis_date,close,state,weekly_state,trend,divergence,trinity_signal,confidence,trinity_buy,quant_gt_return,quant_gt_profit,verdict,action_summary,key_risk,error
2018-08,DXCM,2018-08-01,23.86,极弱,强,mixed,top,hold,low,no,53.12,YES,FN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$25.88）在当前价$23.86上方8.5%，价格已跌穿黄金棒信号区，多头支撑信,
2018-08,ALGN,2018-08-01,353.7,中性偏弱,强,bullish,none,buy,low,YES,8.41,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.06（至压力 $362.5,
2018-09,TTD,2018-09-04,14.669,强,强,bullish,none,buy,medium,YES,6.77,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $10.48 附近黄金棒确认再入场；风险收益比极差 0.11（至,
2018-09,AMD,2018-09-04,28.06,强,强,bullish,none,buy,medium,YES,19.79,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $18.57 附近黄金棒确认再入场；风险收益比极差 0.10（至,
2018-09,DXCM,2018-09-04,36.515,强,强,bullish,none,buy,medium,YES,-2.22,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $28.27 附近黄金棒确认再入场；风险收益比极差 0.13（至,
2018-09,W,2018-09-04,138.86,强,强,bullish,top,buy,medium,YES,10.57,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $120.31 附近黄金棒确认再入场；风险收益比极差 0.20（,
2018-09,ALGN,2018-09-04,385.33,强,中性偏弱,bullish,none,buy,medium,YES,1.74,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.11（至压力 $404.60 仅 19.3 点，止损距离 171.2 ,
2018-10,AMD,2018-10-01,31.42,中性偏弱,强,bullish,none,hold,medium,no,-40.01,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.07（至近端压力 $32.99 仅 1.57 点，止损距离 21.68,
2018-10,TTD,2018-10-01,14.352,中性偏弱,强,bullish,none,hold,medium,no,-17.62,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.07（至近端压力 $15.07 仅 0.72 点，止损距离 10.20,
2018-10,DXCM,2018-10-01,33.4425,中性偏弱,强,bullish,top,hold,medium,no,-5.22,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.30（至近端压力 $36.72 仅 3.27 点，止损距离 10.79,
2018-10,W,2018-10-01,143.64,中性偏弱,强,bullish,none,buy,low,YES,-35.41,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $128.91 附近黄金棒确认再入场；风险收益比极差 0.16（,
2018-10,FTNT,2018-10-01,18.458,中性偏弱,强,bullish,none,buy,low,YES,-11.61,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $15.72 附近黄金棒确认再入场；风险收益比极差 0.07（至,
2018-11,TTD,2018-11-01,12.66,中性偏强,中性偏弱,mixed,none,hold,medium,no,18.59,YES,FN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.34（至近端压力 $15.57 仅 2.91 点，止损距离 8.51 ,
2018-11,DXCM,2018-11-01,34.0025,中性偏强,中性偏弱,bullish,top,buy,medium,YES,0.06,YES,TP,时空状态=中性偏强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $33.80 附近黄金棒确认再入场；风险收益比 0.51（近端压,
2018-11,FTNT,2018-11-01,16.738,中性偏强,中性偏弱,mixed,none,hold,medium,no,-7.24,no,TN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.15（至近端压力 $18.46 仅 1.72 点，止损距离 11.19,
2018-11,W,2018-11-01,96.16,弱,中性偏弱,mixed,none,hold,medium,no,14.99,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.04（至近端压力 $97.52 仅 1.36 点，止损距离 35.73,
2018-11,LLY,2018-11-01,97.3076,极弱,中性偏弱,bullish,none,hold,low,no,9.1,YES,FN,时空状态=极弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.25（至近端压力 $104.16 仅 6.86 点，止损距离 27.4,
2018-12,SBUX,2018-12-03,57.2964,中性偏弱,强,bullish,none,hold,medium,no,-5.48,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.23（至近端压力 $58.02 仅 0.72 点，止损距离 3.21 ,
2018-12,MKC,2018-12-03,64.9333,中性偏弱,强,bullish,none,buy,low,YES,-8.55,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.14（至压力 $68.18,
2018-12,LLY,2018-12-03,107.463,强,强,bullish,none,buy,medium,YES,-3.25,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比 0.36（近端压力 $112.84,
2018-12,DXCM,2018-12-03,34.1475,中性偏强,中性偏弱,bullish,none,buy,medium,YES,-12.45,no,FP,时空状态=中性偏强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $33.05 附近黄金棒确认再入场；风险收益比 0.51（近端压,
2018-12,HRL,2018-12-03,36.3196,中性偏弱,强,bullish,none,buy,low,YES,-6.34,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.29（至压力 $38.14,
2019-01,SBUX,2019-01-02,54.5971,弱,中性偏弱,bullish,none,hold,medium,no,7.71,YES,FN,时空状态=弱 趋势排列=bullish,无Claude分析，仅供参考,
2019-01,MKC,2019-01-02,58.3647,弱,中性偏弱,mixed,none,hold,medium,no,-10.2,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考,
2019-01,CHD,2019-01-02,58.8711,极弱,中性偏弱,bullish,top,hold,low,no,-0.57,no,TN,时空状态=极弱 趋势排列=bullish,无Claude分析，仅供参考；当前价$58.87距关键支撑$57.25仅2.7%，破位风险高，请设好止损,
2019-01,HRL,2019-01-02,32.962,弱,中性偏弱,mixed,top,hold,medium,no,0.12,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.17（至近端压力 $33.49 仅 0.52 点，止损距离 3.00 ,
2019-01,TSLA,2019-01-02,20.6747,弱,强,mixed,none,hold,medium,no,-0.24,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.02（至近端压力 $20.71 仅 0.04 点，止损距离 1.57 ,
2019-02,TWLO,2019-02-01,112.88,强,强,bullish,top,buy,medium,YES,10.73,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $91.90 附近黄金棒确认再入场；风险收益比极差 0.14（至,
2019-02,WDAY,2019-02-01,186.06,强,强,bullish,none,buy,medium,YES,10.62,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $157.20 附近,
2019-02,OKTA,2019-02-01,83.56,强,强,bullish,none,buy,medium,YES,5.4,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $64.90 附近黄,
2019-02,SBUX,2019-02-01,57.8142,强,强,bullish,none,buy,medium,YES,2.97,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.03（至压力 $58.02 仅 0.21 点，止损距离 8.0 点），,
2019-02,CHD,2019-02-01,59.0904,弱,中性偏弱,mixed,none,hold,medium,no,1.67,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考,
2019-03,TWLO,2019-03-01,123.53,强,强,bullish,none,buy,medium,YES,6.76,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $101.33 附近黄金棒确认再入场；风险收益比极差 0.12（,
2019-03,OKTA,2019-03-01,86.43,中性偏弱,强,bullish,none,hold,medium,no,-3.5,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.13（至近端压力 $90.75 仅 4.32 点，止损距离 34.29,
2019-03,WDAY,2019-03-01,189.14,中性偏弱,强,bullish,none,buy,low,YES,-3.17,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.19（至压力 $198.6,
2019-03,KEYS,2019-03-01,85.9,强,强,bullish,none,buy,medium,YES,3.53,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $70.19 附近黄,
2019-03,NTNX,2019-03-01,33.7,极弱,强,bearish,none,sell,low,no,4.05,YES,FN,时空状态=极弱 趋势排列=bearish,无Claude分析，仅供参考；黄金棒（$51.96）在当前价$33.70上方54.2%，价格已跌穿黄金棒信号区，多头支撑,
2019-04,W,2019-04-01,149.0,中性偏弱,强,bullish,top,hold,medium,no,8.59,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.02（至近端压力 $149.92 仅 0.92 点，止损距离 44.9,
2019-04,TTD,2019-04-01,20.613,中性偏弱,强,bullish,top,hold,medium,no,10.57,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.07（至近端压力 $21.36 仅 0.74 点，止损距离 10.03,
2019-04,TWLO,2019-04-01,127.67,中性偏弱,强,bullish,none,buy,low,YES,8.07,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $115.52 附近,
2019-04,KEYS,2019-04-01,89.14,中性偏弱,强,bullish,none,buy,low,YES,0.0,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.12（至压力 $93.60 仅 4.5 点，止损距离 36.4 点），,
2019-04,CMG,2019-04-01,14.1148,强,强,bullish,none,buy,medium,YES,-3.23,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $11.91 附近黄,
2019-05,W,2019-05-01,163.53,强,强,bullish,top,buy,medium,YES,-11.79,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比 0.35（近端压力 $171.57 仅 8.0 点，止损距离 22.7 点），,
2019-05,TTD,2019-05-01,22.122,强,强,bullish,top,buy,medium,YES,-10.32,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $19.56 附近黄金棒确认再入场；风险收益比极差 0.24（至,
2019-05,CMG,2019-05-01,13.7712,中性偏弱,强,bullish,none,hold,medium,no,-4.57,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.01（至近端压力 $13.85 仅 0.08 点，止损距离 5.76 ,
2019-05,CDNS,2019-05-01,68.54,强,强,bullish,none,buy,medium,YES,-9.04,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $61.37 附近黄,
2019-05,ANET,2019-05-01,19.4037,中性偏弱,强,bullish,none,hold,medium,no,-22.61,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.05（至近端压力 $19.59 仅 0.19 点，止损距离 3.98 ,
2019-06,QCOM,2019-06-03,56.3625,弱,强,mixed,none,hold,medium,no,20.24,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考,
2019-06,ALGN,2019-06-03,283.32,极弱,强,mixed,none,hold,low,no,-0.78,no,TN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.01（至近端压力 $283.97 仅 0.65 点，止损距离 50.8,
2019-06,OKTA,2019-06-03,109.03,中性偏弱,强,bullish,none,hold,medium,no,10.1,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.10（至近端压力 $114.48 仅 5.45 点，止损距离 56.8,
2019-06,TTD,2019-06-03,19.742,中性偏强,中性偏弱,mixed,none,hold,medium,no,18.06,YES,FN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考,
2019-06,CDNS,2019-06-03,61.7,弱,中性偏弱,mixed,top,hold,medium,no,14.61,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.38（至近端压力 $70.27 仅 8.57 点，止损距离 22.60,
2019-07,OKTA,2019-07-01,122.42,中性偏弱,强,bullish,none,hold,medium,no,4.76,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.08（至近端压力 $128.54 仅 6.12 点，止损距离 76.0,
2019-07,QCOM,2019-07-01,66.144,强,强,bullish,none,buy,medium,YES,-14.62,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比 0.75（近端压力 $75.50 仅 9.4 点，止损距离 12.5 点），轻,
2019-07,IR,2019-07-01,33.4111,中性偏弱,强,bullish,top,hold,medium,no,-10.84,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.08（至近端压力 $33.88 仅 0.47 点，止损距离 5.69 ,
2019-07,VEEV,2019-07-01,163.47,中性偏弱,强,bullish,top,hold,medium,no,-0.06,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.09（至近端压力 $171.15 仅 7.68 点，止损距离 82.5,
2019-07,TTD,2019-07-01,23.377,中性偏弱,强,bullish,none,buy,low,YES,12.03,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $21.76 附近黄,
2019-08,OKTA,2019-08-01,133.08,中性偏弱,强,bullish,none,hold,medium,no,-4.55,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.08（至近端压力 $139.73 仅 6.65 点，止损距离 86.6,
2019-08,VEEV,2019-08-01,165.24,中性偏弱,强,bullish,none,buy,low,YES,-3.53,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.04（至压力 $169.10 仅 3.9 点，止损距离 87.6 点）,
2019-08,BX,2019-08-01,36.979,中性偏弱,强,bullish,top,hold,medium,no,2.67,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.22（至近端压力 $38.83 仅 1.85 点，止损距离 8.26 ,
2019-08,BR,2019-08-01,113.6454,中性偏弱,强,mixed,none,hold,medium,no,1.73,YES,FN,时空状态=中性偏弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.17（至近端压力 $119.80 仅 6.15 点，止损距离 35.5,
2019-08,CPRT,2019-08-01,19.185,中性偏弱,强,bullish,none,buy,low,YES,-2.64,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.03（至压力 $19.42 仅 0.23 点，止损距离 8.3 点），,
2019-09,OKTA,2019-09-01,126.5,极弱,中性偏弱,mixed,none,hold,low,no,-21.86,no,TN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.14（至近端压力 $137.92 仅 11.42 点，止损距离 80.,
2019-09,DXCM,2019-09-01,42.9025,强,强,bullish,top,buy,medium,YES,-12.0,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.15（至压力 $45.05 仅 2.1 点，止损距离 14.3 点），,
2019-09,TTWO,2019-09-01,131.97,中性偏弱,强,bullish,top,hold,medium,no,-4.4,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.33（至近端压力 $138.57 仅 6.60 点，止损距离 20.0,
2019-09,HSY,2019-09-01,135.0581,中性偏弱,强,bullish,none,buy,low,YES,-2.33,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.11（至压力 $141.81 仅 6.8 点，止损距离 63.8 点）,
2019-09,BX,2019-09-01,39.3011,强,强,bullish,none,buy,medium,YES,0.45,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比 0.38（近端压力 $41.27 ,
2019-10,WDC,2019-10-01,42.7912,中性偏弱,强,bullish,none,hold,medium,no,-13.73,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；黄金棒（$47.25）在当前价$42.79上方10.4%，价格已跌穿黄金棒信号区，多头支撑,
2019-10,KLAC,2019-10-01,14.6238,中性偏弱,强,bullish,none,buy,low,YES,5.81,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.22（至压力 $15.36,
2019-10,DXCM,2019-10-01,37.2125,弱,中性偏弱,mixed,none,hold,medium,no,4.01,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.02（至近端压力 $37.37 仅 0.15 点，止损距离 8.58 ,
2019-10,TGT,2019-10-01,88.111,中性偏弱,强,bullish,top,hold,medium,no,0.68,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.19（至近端压力 $92.52 仅 4.41 点，止损距离 23.43,
2019-10,TTWO,2019-10-01,122.91,弱,中性偏弱,mixed,none,hold,medium,no,-3.13,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.17（至近端压力 $123.59 仅 0.68 点，止损距离 3.97,
2019-11,KLAC,2019-11-01,15.9292,强,强,bullish,none,buy,medium,YES,-3.63,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $14.37 附近黄,
2019-11,TGT,2019-11-01,89.6746,中性偏弱,强,bullish,none,buy,low,YES,16.32,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.15（至压力 $93.48,
2019-11,WDC,2019-11-01,39.6638,极弱,中性偏弱,mixed,none,hold,low,no,-2.84,no,TN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.02（至近端压力 $40.00 仅 0.33 点，止损距离 14.28,
2019-11,LRCX,2019-11-01,25.7601,强,强,bullish,top,buy,medium,YES,-2.67,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $21.51 附近黄金棒确认再入场；风险收益比极差 0.24（至,
2019-11,DG,2019-11-01,145.0476,中性偏弱,强,bullish,top,hold,medium,no,-1.98,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.12（至近端压力 $148.59 仅 3.54 点，止损距离 29.0,
2019-12,TSLA,2019-12-02,22.3247,中性偏弱,强,bullish,top,hold,medium,no,28.87,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；黄金棒（$23.97）在当前价$22.32上方7.4%，价格已跌穿黄金棒信号区，多头支撑信,
2019-12,LRCX,2019-12-02,24.3419,中性偏弱,强,bullish,top,hold,medium,no,10.99,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.27（至近端压力 $26.26 仅 1.92 点，止损距离 7.05 ,
2019-12,KLAC,2019-12-02,14.9517,极弱,中性偏弱,mixed,top,hold,low,no,10.27,YES,FN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.42（至近端压力 $16.51 仅 1.56 点，止损距离 3.68 ,
2019-12,MPC,2019-12-02,50.0429,弱,强,mixed,none,hold,medium,no,0.0,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.13（至近端压力 $50.75 仅 0.71 点，止损距离 5.53 ,
2019-12,TGT,2019-12-02,103.7264,强,强,bullish,none,buy,medium,YES,2.42,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $93.04 附近黄金棒确认再入场；风险收益比极差 0.13（至,
2020-01,TSLA,2020-01-02,28.684,强,强,bullish,top,buy,medium,YES,58.69,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $22.82 附近黄金棒确认再入场；风险收益比极差 0.19（至,
2020-01,ALGN,2020-01-02,283.68,中性偏弱,强,bullish,none,hold,medium,no,-8.43,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；当前价$283.68距关键支撑$283.32仅0.1%，破位风险高，请设好止损,
2020-01,STT,2020-01-02,65.7773,中性偏弱,强,bullish,none,hold,medium,no,-4.22,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2020-01,DXCM,2020-01-02,54.845,中性偏弱,强,bullish,top,hold,medium,no,10.29,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.12（至近端压力 $57.30 仅 2.45 点，止损距离 19.62,
2020-01,AMD,2020-01-02,49.1,强,强,bullish,none,buy,medium,YES,-0.98,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $38.47 附近黄金棒确认再入场；风险收益比极差 0.11（至,
2020-02,TSLA,2020-02-03,52.0,强,强,bullish,none,buy,medium,YES,5.59,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $29.01 附近黄金棒确认再入场；风险收益比极差 0.08（至,
2020-02,AMD,2020-02-03,48.02,中性偏弱,强,bullish,none,buy,low,YES,2.2,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $44.41 附近黄,
2020-02,ALGN,2020-02-03,253.02,弱,强,mixed,none,hold,medium,no,-14.99,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.35（至近端压力 $263.35 仅 10.33 点，止损距离 29.,
2020-02,Z,2020-02-03,46.58,中性偏弱,强,bullish,top,hold,medium,no,19.93,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.45（至近端压力 $51.35 仅 4.77 点，止损距离 10.63,
2020-02,ZG,2020-02-03,46.59,中性偏弱,强,bullish,top,hold,medium,no,20.12,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.41（至近端压力 $50.88 仅 4.29 点，止损距离 10.52,
2020-03,TSLA,2020-03-02,49.5747,中性偏弱,强,bullish,none,hold,medium,no,-29.14,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；黄金棒（$57.23）在当前价$49.57上方15.4%，价格已跌穿黄金棒信号区，多头支撑,
2020-03,ZG,2020-03-02,54.62,中性偏弱,强,bullish,none,hold,medium,no,-42.67,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2020-03,Z,2020-03-02,54.4,中性偏弱,强,bullish,none,hold,medium,no,-39.58,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.49（至近端压力 $63.53 仅 9.13 点，止损距离 18.45,
2020-03,AMD,2020-03-02,47.46,极弱,中性偏弱,mixed,none,hold,low,no,-6.83,no,TN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考,
2020-03,DXCM,2020-03-02,71.4325,中性偏弱,强,bullish,none,buy,low,YES,-8.13,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $60.25 附近黄金棒确认再入场；风险收益比极差 0.19（至,
2020-04,TSLA,2020-04-01,32.104,中性偏强,中性偏弱,mixed,none,hold,medium,no,49.79,YES,FN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考,
2020-04,DXCM,2020-04-01,63.7025,极强,中性偏弱,bullish,none,buy,low,YES,29.54,YES,TP,时空状态=极强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比 0.81（近端压力 $75.63 仅 11.9 点，止损距离 14.7 点），,
2020-04,AMD,2020-04-01,43.66,中性偏强,中性偏弱,mixed,bottom,hold,medium,no,15.6,YES,FN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考；关键支撑$44.01已被跌破（当前价$43.66，跌破0.8%），结构支撑失效，多头止损参,
2020-04,NFLX,2020-04-01,36.408,极强,强,bullish,none,buy,low,YES,10.37,YES,TP,时空状态=极强 趋势排列=bullish,无Claude分析，仅供参考；当前价$36.41距关键支撑$36.01仅1.1%，破位风险高，请设好止损,
2020-04,QQQ,2020-04-01,175.8768,中性偏强,极弱,mixed,none,hold,medium,no,16.09,YES,FN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考；当前价$175.88距关键支撑$173.26仅1.5%，破位风险高，请设好止损,
2020-05,ZM,2020-05-01,138.56,中性偏弱,强,bullish,none,hold,medium,no,34.69,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；黄金棒（$150.06）在当前价$138.56上方8.3%，价格已跌穿黄金棒信号区，多头支,
2020-05,TSLA,2020-05-01,46.7547,强,中性偏弱,bullish,none,buy,medium,YES,13.65,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $43.49 附近黄金棒确认再入场；风险收益比 0.90（近端压,
2020-05,DXCM,2020-05-01,85.38,强,强,bullish,none,buy,medium,YES,15.56,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $69.00 附近黄,
2020-05,NEM,2020-05-01,51.0963,中性偏弱,强,bullish,none,buy,low,YES,0.51,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $42.47 附近黄金棒确认再入场；风险收益比极差 0.12（至,
2020-05,TLT,2020-05-01,139.1912,中性偏弱,强,bullish,none,buy,low,YES,-3.22,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.10（至压力 $141.57 仅 2.4 点，止损距离 23.5 点）,
2020-06,ZM,2020-06-01,204.15,强,强,bullish,none,buy,medium,YES,37.21,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $148.15 附近,
2020-06,W,2020-06-01,167.12,中性偏弱,强,bullish,none,hold,medium,no,14.08,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.25（至近端压力 $171.57 仅 4.45 点，止损距离 17.9,
